# ------------------------------------------------------------------------
# Radiance spectrum
# NASA-GSFC Planetary Spectrum Generator (PSG) (Villanueva et al. 2018, 2022)
# Synthesized on Tue May 13 20:48:18 2025
# Doppler velocities [km/s] (vobs,vrot+vorb,vwidth,vrfl,vstr): 22.08700,-0.00000,8.67000,-0.44364,0.00000
# ------------------------------------------------------------------------
# Spectra synthesized with the Planetary and Universal Model of Atmospheric Scattering (PUMAS, Villanueva et al. 2018, 2022)
# Multiple scattering method employing PSGDORT, NMAX:2 / LMAX:60 / gMAX:0.95
# Radiative transfer took 5.580 seconds
# ------------------------------------------------------------------------
# Spectral unit: Wavelength [um]
# Radiance unit: Spectral irradiance [Jy]
# Wave/freq Total Jupiter
1.210325444e+01  2.0366907e+04  2.03669e+04
1.222428698e+01  2.1606335e+04  2.16063e+04
1.234652985e+01  2.2907360e+04  2.29074e+04
1.246999515e+01  2.4318957e+04  2.43190e+04
1.259469510e+01  2.5748878e+04  2.57489e+04
1.272064205e+01  2.7251186e+04  2.72512e+04
1.284784847e+01  2.8833010e+04  2.88330e+04
1.297632696e+01  3.0427573e+04  3.04276e+04
1.310609023e+01  3.2062186e+04  3.20622e+04
1.323715113e+01  3.3730195e+04  3.37302e+04
1.336952264e+01  3.5437902e+04  3.54379e+04
1.350321787e+01  3.7183760e+04  3.71838e+04
1.363825005e+01  3.8963229e+04  3.89632e+04
1.377463255e+01  4.0787135e+04  4.07871e+04
1.391237887e+01  4.2652934e+04  4.26529e+04
1.405150266e+01  4.4556302e+04  4.45563e+04
1.419201769e+01  4.6500343e+04  4.65003e+04
1.433393786e+01  4.8499893e+04  4.84999e+04
1.447727724e+01  5.0560881e+04  5.05609e+04
1.462205002e+01  5.2690273e+04  5.26903e+04
1.476827052e+01  5.4888352e+04  5.48884e+04
1.491595322e+01  5.7160498e+04  5.71605e+04
1.506511275e+01  5.9529077e+04  5.95291e+04
1.521576388e+01  6.1991252e+04  6.19913e+04
1.536792152e+01  6.4575740e+04  6.45757e+04
1.552160073e+01  6.7299235e+04  6.72992e+04
1.567681674e+01  7.0148464e+04  7.01485e+04
1.583358491e+01  7.3140660e+04  7.31407e+04
1.599192076e+01  7.6321485e+04  7.63215e+04
1.615183997e+01  7.9671223e+04  7.96712e+04
1.631335837e+01  8.3211037e+04  8.32110e+04
1.647649195e+01  8.6909301e+04  8.69093e+04
1.664125687e+01  9.0850213e+04  9.08502e+04
1.680766944e+01  9.5054456e+04  9.50545e+04
1.697574613e+01  9.9472363e+04  9.94724e+04
1.714550359e+01  1.0410237e+05  1.04102e+05
1.731695863e+01  1.0915337e+05  1.09153e+05
1.749012822e+01  1.1472499e+05  1.14725e+05
1.766502950e+01  1.2060395e+05  1.20604e+05
1.784167979e+01  1.2678149e+05  1.26781e+05
1.802009659e+01  1.3345308e+05  1.33453e+05
1.820029756e+01  1.4046656e+05  1.40467e+05
1.838230053e+01  1.4778145e+05  1.47781e+05
1.856612354e+01  1.5528697e+05  1.55287e+05
1.875178477e+01  1.6284333e+05  1.62843e+05
1.893930262e+01  1.7053830e+05  1.70538e+05
1.912869565e+01  1.7839764e+05  1.78398e+05
1.931998260e+01  1.8616155e+05  1.86162e+05
1.951318243e+01  1.9380640e+05  1.93806e+05
1.970831425e+01  2.0134915e+05  2.01349e+05
1.990539740e+01  2.0875823e+05  2.08758e+05
2.010445137e+01  2.1611597e+05  2.16116e+05
2.030549588e+01  2.2340456e+05  2.23405e+05
2.050855084e+01  2.3053566e+05  2.30536e+05
2.071363635e+01  2.3749554e+05  2.37496e+05
2.092077271e+01  2.4449793e+05  2.44498e+05
2.112998044e+01  2.5155305e+05  2.51553e+05
2.134128025e+01  2.5853971e+05  2.58540e+05
2.155469305e+01  2.6530960e+05  2.65310e+05
2.177023998e+01  2.7205444e+05  2.72054e+05
2.198794238e+01  2.7867225e+05  2.78672e+05
2.220782180e+01  2.8526465e+05  2.85265e+05
2.242990002e+01  2.9181267e+05  2.91813e+05
2.265419902e+01  2.9834944e+05  2.98349e+05
2.288074101e+01  3.0479803e+05  3.04798e+05
2.310954842e+01  3.1117306e+05  3.11173e+05
2.334064391e+01  3.1752262e+05  3.17523e+05
2.357405034e+01  3.2380031e+05  3.23800e+05
2.380979085e+01  3.2999328e+05  3.29993e+05
2.404788876e+01  3.3615558e+05  3.36156e+05
2.428836764e+01  3.4225981e+05  3.42260e+05
2.453125132e+01  3.4830704e+05  3.48307e+05
2.477656383e+01  3.5432112e+05  3.54321e+05
2.502432947e+01  3.6030500e+05  3.60305e+05
2.527457277e+01  3.6642208e+05  3.66422e+05
2.552731849e+01  3.7251389e+05  3.72514e+05
2.578259168e+01  3.7874730e+05  3.78747e+05
2.604041760e+01  3.8507883e+05  3.85079e+05
2.630082177e+01  3.9130897e+05  3.91309e+05
2.656382999e+01  3.9775247e+05  3.97752e+05
2.682946829e+01  4.0426426e+05  4.04264e+05
2.709776297e+01  4.1089069e+05  4.10891e+05
2.736874060e+01  4.1759580e+05  4.17596e+05
2.764242801e+01  4.2495140e+05  4.24951e+05
2.791885229e+01  4.3212022e+05  4.32120e+05
2.819804081e+01  4.4226258e+05  4.42263e+05
2.848002122e+01  4.4630056e+05  4.46301e+05
2.876482143e+01  4.5615173e+05  4.56152e+05
2.905246965e+01  4.6413745e+05  4.64137e+05
2.934299434e+01  4.7210145e+05  4.72101e+05
2.963642429e+01  4.8020046e+05  4.80200e+05
2.993278853e+01  4.8845111e+05  4.88451e+05
3.023211641e+01  4.9683096e+05  4.96831e+05
3.053443758e+01  5.0567924e+05  5.05679e+05
3.083978195e+01  5.1452195e+05  5.14522e+05
3.114817977e+01  5.2296729e+05  5.22967e+05
3.145966157e+01  5.3086180e+05  5.30862e+05
3.177425819e+01  5.3851738e+05  5.38517e+05
3.209200077e+01  5.4590760e+05  5.45908e+05
3.241292078e+01  5.5304656e+05  5.53047e+05
3.273704998e+01  5.6014695e+05  5.60147e+05
3.306442048e+01  5.6696097e+05  5.66961e+05
3.339506469e+01  5.7334703e+05  5.73347e+05
3.372901534e+01  5.7914112e+05  5.79141e+05
3.406630549e+01  5.8465192e+05  5.84652e+05
3.440696854e+01  5.8996040e+05  5.89960e+05
3.475103823e+01  5.9484085e+05  5.94841e+05
3.509854861e+01  5.9936762e+05  5.99368e+05
3.544953410e+01  6.0366612e+05  6.03666e+05
3.580402944e+01  6.0767883e+05  6.07679e+05
3.616206973e+01  6.1135534e+05  6.11355e+05
3.652369043e+01  6.1477851e+05  6.14779e+05
3.688892733e+01  6.1790151e+05  6.17902e+05
3.725781661e+01  6.2068722e+05  6.20687e+05
3.763039477e+01  6.2315413e+05  6.23154e+05
3.800669872e+01  6.2549290e+05  6.25493e+05
3.838676571e+01  6.2758117e+05  6.27581e+05
3.877063337e+01  6.2950549e+05  6.29505e+05
3.915833970e+01  6.3120305e+05  6.31203e+05
3.954992310e+01  6.3268993e+05  6.32690e+05
3.994542233e+01  6.3403075e+05  6.34031e+05
4.034487655e+01  6.3510273e+05  6.35103e+05
4.074832532e+01  6.3596608e+05  6.35966e+05
4.115580857e+01  6.3662327e+05  6.36623e+05
4.156736666e+01  6.3678510e+05  6.36785e+05
4.198304032e+01  6.3673591e+05  6.36736e+05
4.240287073e+01  6.3650569e+05  6.36506e+05
4.282689943e+01  6.3603874e+05  6.36039e+05
4.325516843e+01  6.3497318e+05  6.34973e+05
4.368772011e+01  6.3357904e+05  6.33579e+05
4.412459731e+01  6.3152268e+05  6.31523e+05
4.456584329e+01  6.2937719e+05  6.29377e+05
4.501150172e+01  6.2650162e+05  6.26502e+05
4.546161674e+01  6.2351447e+05  6.23514e+05
4.591623290e+01  6.2031848e+05  6.20318e+05
4.637539523e+01  6.1718869e+05  6.17189e+05
4.683914918e+01  6.1430714e+05  6.14307e+05
4.730754068e+01  6.1175577e+05  6.11756e+05
4.778061608e+01  6.0957573e+05  6.09576e+05
4.825842224e+01  6.0752098e+05  6.07521e+05
4.874100647e+01  6.0551085e+05  6.05511e+05
4.922841653e+01  6.0352891e+05  6.03529e+05
4.972070070e+01  6.0143558e+05  6.01436e+05
5.021790770e+01  5.9923397e+05  5.99234e+05
5.072008678e+01  5.9693711e+05  5.96937e+05
5.122728765e+01  5.9452093e+05  5.94521e+05
5.173956052e+01  5.9199532e+05  5.91995e+05
5.225695613e+01  5.8936276e+05  5.89363e+05
5.277952569e+01  5.8661905e+05  5.86619e+05
5.330732095e+01  5.8374197e+05  5.83742e+05
5.384039416e+01  5.8065193e+05  5.80652e+05
5.437879810e+01  5.7733172e+05  5.77332e+05
5.492258608e+01  5.7372807e+05  5.73728e+05
5.547181194e+01  5.6995082e+05  5.69951e+05
5.602653006e+01  5.6634483e+05  5.66345e+05
5.658679536e+01  5.6215976e+05  5.62160e+05
5.715266331e+01  5.5833882e+05  5.58339e+05
5.772418995e+01  5.5491505e+05  5.54915e+05
5.830143185e+01  5.5177228e+05  5.51772e+05
5.888444617e+01  5.4959049e+05  5.49590e+05
5.947329063e+01  5.4779076e+05  5.47791e+05
6.006802353e+01  5.4620741e+05  5.46207e+05
6.066870377e+01  5.4347712e+05  5.43477e+05
6.127539081e+01  5.4032251e+05  5.40323e+05
6.188814471e+01  5.3679655e+05  5.36797e+05
6.250702616e+01  5.3308881e+05  5.33089e+05
6.313209642e+01  5.2897645e+05  5.28976e+05
6.376341739e+01  5.2482274e+05  5.24823e+05
6.440105156e+01  5.2046585e+05  5.20466e+05
6.504506208e+01  5.1595489e+05  5.15955e+05
6.569551270e+01  5.1139327e+05  5.11393e+05
6.635246782e+01  5.0675524e+05  5.06755e+05
6.701599250e+01  5.0206119e+05  5.02061e+05
6.768615243e+01  4.9732399e+05  4.97324e+05
6.836301395e+01  4.9255891e+05  4.92559e+05
6.904664409e+01  4.8780569e+05  4.87806e+05
6.973711053e+01  4.8292665e+05  4.82927e+05
7.043448164e+01  4.7807876e+05  4.78079e+05
7.113882645e+01  4.7326968e+05  4.73270e+05
7.185021472e+01  4.6844739e+05  4.68447e+05
7.256871687e+01  4.6360451e+05  4.63605e+05
7.329440403e+01  4.5878080e+05  4.58781e+05
7.402734807e+01  4.5424053e+05  4.54241e+05
7.476762156e+01  4.4916853e+05  4.49169e+05
7.551529777e+01  4.4442952e+05  4.44430e+05
7.627045075e+01  4.3971820e+05  4.39718e+05
7.703315526e+01  4.3517173e+05  4.35172e+05
7.780348681e+01  4.3062445e+05  4.30624e+05
7.858152168e+01  4.2607336e+05  4.26073e+05
7.936733689e+01  4.2152121e+05  4.21521e+05
8.016101026e+01  4.1735761e+05  4.17358e+05
8.096262037e+01  4.1247735e+05  4.12477e+05
8.177224657e+01  4.0798347e+05  4.07983e+05
8.258996903e+01  4.0349565e+05  4.03496e+05
8.341586873e+01  3.9901955e+05  3.99020e+05
8.425002741e+01  3.9455892e+05  3.94559e+05
8.509252769e+01  3.9011060e+05  3.90111e+05
8.594345296e+01  3.8565502e+05  3.85655e+05
8.680288749e+01  3.8141441e+05  3.81414e+05
8.767091637e+01  3.7690384e+05  3.76904e+05
8.854762553e+01  3.7233971e+05  3.72340e+05
8.943310179e+01  3.6793746e+05  3.67937e+05
9.032743280e+01  3.6356024e+05  3.63560e+05
9.123070713e+01  3.5917689e+05  3.59177e+05
9.214301420e+01  3.5478118e+05  3.54781e+05
9.306444435e+01  3.5041995e+05  3.50420e+05
9.399508879e+01  3.4609444e+05  3.46094e+05
9.493503968e+01  3.4181063e+05  3.41811e+05
9.588439007e+01  3.3871484e+05  3.38715e+05
9.684323397e+01  3.3324178e+05  3.33242e+05
9.781166631e+01  3.2900681e+05  3.29007e+05
9.878978298e+01  3.2481688e+05  3.24817e+05
9.977768081e+01  3.2067241e+05  3.20672e+05
1.007754576e+02  3.1656107e+05  3.16561e+05
1.017832122e+02  3.1249186e+05  3.12492e+05
1.028010443e+02  3.0844221e+05  3.08442e+05
1.038290548e+02  3.0443882e+05  3.04439e+05
1.048673453e+02  3.0047722e+05  3.00477e+05
1.059160188e+02  2.9747839e+05  2.97478e+05
1.069751789e+02  2.9284267e+05  2.92843e+05
1.080449307e+02  2.8882730e+05  2.88827e+05
1.091253800e+02  2.8502965e+05  2.85030e+05
1.102166338e+02  2.8128537e+05  2.81285e+05
1.113188002e+02  2.7770785e+05  2.77708e+05
1.124319882e+02  2.7451769e+05  2.74518e+05
1.135563081e+02  2.7032929e+05  2.70329e+05
1.146918711e+02  2.6676830e+05  2.66768e+05
1.158387899e+02  2.6327163e+05  2.63272e+05
1.169971778e+02  2.5983606e+05  2.59836e+05
1.181671495e+02  2.5646943e+05  2.56469e+05
1.193488210e+02  2.5534103e+05  2.55341e+05
1.205423092e+02  2.4986535e+05  2.49865e+05
1.217477323e+02  2.4646681e+05  2.46467e+05
1.229652097e+02  2.4312934e+05  2.43129e+05
1.241948618e+02  2.3983708e+05  2.39837e+05
1.254368104e+02  2.3658152e+05  2.36582e+05
1.266911785e+02  2.3336228e+05  2.33362e+05
1.279580903e+02  2.3017909e+05  2.30179e+05
1.292376712e+02  2.2703770e+05  2.27038e+05
1.305300479e+02  2.2392742e+05  2.23927e+05
1.318353483e+02  2.2086347e+05  2.20863e+05
1.331537018e+02  2.1783996e+05  2.17840e+05
1.344852389e+02  2.1485777e+05  2.14858e+05
1.358300912e+02  2.1213541e+05  2.12135e+05
1.371883922e+02  2.0942700e+05  2.09427e+05
1.385602761e+02  2.0615102e+05  2.06151e+05
1.399458788e+02  2.0332523e+05  2.03325e+05
1.413453376e+02  2.0054898e+05  2.00549e+05
1.427587910e+02  1.9781766e+05  1.97818e+05
1.441863789e+02  1.9513369e+05  1.95134e+05
1.456282427e+02  1.9249231e+05  1.92492e+05
1.470845251e+02  1.8989733e+05  1.89897e+05
1.485553704e+02  1.8735233e+05  1.87352e+05
1.500409241e+02  1.8486285e+05  1.84863e+05
1.515413333e+02  1.8242722e+05  1.82427e+05
1.530567467e+02  1.8004821e+05  1.80048e+05
1.545873141e+02  1.7772772e+05  1.77728e+05
1.561331873e+02  1.7546653e+05  1.75467e+05
1.576945191e+02  1.7328751e+05  1.73288e+05
1.592714643e+02  1.7164063e+05  1.71641e+05
1.608641790e+02  1.6890521e+05  1.68905e+05
1.624728208e+02  1.6643549e+05  1.66435e+05
1.640975490e+02  1.6401870e+05  1.64019e+05
1.657385245e+02  1.6164185e+05  1.61642e+05
1.673959097e+02  1.5929460e+05  1.59295e+05
1.690698688e+02  1.5698088e+05  1.56981e+05
1.707605675e+02  1.5470455e+05  1.54705e+05
1.724681732e+02  1.5245925e+05  1.52459e+05
1.741928549e+02  1.5024939e+05  1.50249e+05
1.759347834e+02  1.4807749e+05  1.48077e+05
1.776941313e+02  1.4594030e+05  1.45940e+05
1.794710726e+02  1.4383431e+05  1.43834e+05
1.812657833e+02  1.4176305e+05  1.41763e+05
1.830784411e+02  1.3973040e+05  1.39730e+05
1.849092256e+02  1.3773628e+05  1.37736e+05
1.867583178e+02  1.3576643e+05  1.35766e+05
1.886259010e+02  1.3384007e+05  1.33840e+05
1.905121600e+02  1.3214327e+05  1.32143e+05
1.924172816e+02  1.3009465e+05  1.30095e+05
1.943414544e+02  1.2827016e+05  1.28270e+05
1.962848690e+02  1.2649154e+05  1.26492e+05
1.982477177e+02  1.2475377e+05  1.24754e+05
2.002301948e+02  1.2305601e+05  1.23056e+05
2.022324968e+02  1.2139994e+05  1.21400e+05
2.042548217e+02  1.1978865e+05  1.19789e+05
2.062973700e+02  1.1822523e+05  1.18225e+05
2.083603437e+02  1.1671505e+05  1.16715e+05
2.104439471e+02  1.1518276e+05  1.15183e+05
2.125483866e+02  1.1339312e+05  1.13393e+05
2.146738704e+02  1.1164055e+05  1.11641e+05
2.168206091e+02  1.0989836e+05  1.09898e+05
2.189888152e+02  1.0819215e+05  1.08192e+05
2.211787034e+02  1.0651372e+05  1.06514e+05
2.233904904e+02  1.0486367e+05  1.04864e+05
2.256243953e+02  1.0323957e+05  1.03240e+05
2.278806393e+02  1.0164046e+05  1.01640e+05
2.301594457e+02  1.0006794e+05  1.00068e+05
2.324610401e+02  9.8523816e+04  9.85238e+04
2.347856505e+02  9.7005310e+04  9.70053e+04
2.371335070e+02  9.5517207e+04  9.55172e+04
2.395048421e+02  9.4053802e+04  9.40538e+04
2.418998905e+02  9.2602323e+04  9.26023e+04
2.443188894e+02  9.1184088e+04  9.11841e+04
2.467620783e+02  8.9792997e+04  8.97930e+04
2.492296991e+02  8.8426544e+04  8.84265e+04
2.517219961e+02  8.7084682e+04  8.70847e+04
2.542392161e+02  8.5768363e+04  8.57684e+04
2.567816082e+02  8.4476019e+04  8.44760e+04
2.593494243e+02  8.3209425e+04  8.32094e+04
2.619429185e+02  8.1966903e+04  8.19669e+04
2.645623477e+02  8.0750534e+04  8.07505e+04
2.672079712e+02  7.9559122e+04  7.95591e+04
2.698800509e+02  7.8393359e+04  7.83934e+04
2.725788514e+02  7.7253366e+04  7.72534e+04
2.753046399e+02  7.6139703e+04  7.61397e+04
2.780576863e+02  7.5052550e+04  7.50525e+04
2.808382632e+02  7.3992660e+04  7.39927e+04
2.836466458e+02  7.2960826e+04  7.29608e+04
2.864831123e+02  7.1958200e+04  7.19582e+04
2.893479434e+02  7.0985865e+04  7.09859e+04
2.922414228e+02  7.0045605e+04  7.00456e+04
2.951638371e+02  6.9139198e+04  6.91392e+04
2.981154754e+02  6.8269007e+04  6.82690e+04
3.010966302e+02  6.7324493e+04  6.73245e+04
3.041075965e+02  6.6205643e+04  6.62056e+04
3.071486725e+02  6.5105785e+04  6.51058e+04
3.102201592e+02  6.4024337e+04  6.40243e+04
3.133223608e+02  6.2961315e+04  6.29613e+04
3.164555844e+02  6.1914861e+04  6.19149e+04
3.196201402e+02  6.0886815e+04  6.08868e+04
3.228163416e+02  5.9873689e+04  5.98737e+04
3.260445051e+02  5.8886935e+04  5.88869e+04
3.293049501e+02  5.7911696e+04  5.79117e+04
3.325979996e+02  5.6953354e+04  5.69534e+04
3.359239796e+02  5.6012084e+04  5.60121e+04
3.392832194e+02  5.5087330e+04  5.50873e+04
3.426760516e+02  5.4178758e+04  5.41788e+04
3.461028121e+02  5.3286053e+04  5.32861e+04
3.495638402e+02  5.2408782e+04  5.24088e+04
3.530594786e+02  5.1547570e+04  5.15476e+04
3.565900734e+02  5.0701309e+04  5.07013e+04
3.601559742e+02  4.9870039e+04  4.98700e+04
3.637575339e+02  4.9053670e+04  4.90537e+04
3.673951092e+02  4.8251984e+04  4.82520e+04
3.710690603e+02  4.7464792e+04  4.74648e+04
3.747797509e+02  4.6691838e+04  4.66918e+04
3.785275484e+02  4.5933046e+04  4.59330e+04
3.823128239e+02  4.5188250e+04  4.51882e+04
3.861359522e+02  4.4457202e+04  4.44572e+04
3.899973117e+02  4.3739648e+04  4.37396e+04
3.938972848e+02  4.3035378e+04  4.30354e+04
3.978362577e+02  4.2343704e+04  4.23437e+04
4.018146202e+02  4.1667660e+04  4.16677e+04
4.058327664e+02  4.1004914e+04  4.10049e+04
4.098910941e+02  4.0354858e+04  4.03549e+04
4.139900050e+02  3.9717684e+04  3.97177e+04
4.181299051e+02  3.9093279e+04  3.90933e+04
4.223112041e+02  3.8481538e+04  3.84815e+04
4.265343162e+02  3.7882027e+04  3.78820e+04
4.307996593e+02  3.7293712e+04  3.72937e+04
4.351076559e+02  3.6723034e+04  3.67230e+04
4.394587325e+02  3.6162312e+04  3.61623e+04
4.438533198e+02  3.5614294e+04  3.56143e+04
4.482918530e+02  3.5079189e+04  3.50792e+04
4.527747715e+02  3.4557090e+04  3.45571e+04
4.573025193e+02  3.4048084e+04  3.40481e+04
4.618755445e+02  3.3552418e+04  3.35524e+04
4.664942999e+02  3.3070435e+04  3.30704e+04
4.711592429e+02  3.2602485e+04  3.26025e+04
4.758708353e+02  3.2148705e+04  3.21487e+04
4.806295437e+02  3.1710341e+04  3.17103e+04
4.854358391e+02  3.1287555e+04  3.12876e+04
4.902901975e+02  3.0881486e+04  3.08815e+04
4.951930995e+02  3.0493245e+04  3.04932e+04
